color,movie_title,genero,plot_keywords,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,,actor_1_name,,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Spy Kids: All the Time in the World in 4D ,Action|Adventure|Comedy|Family|Sci-Fi,2010s|3 dimensional|breath holding contest|child spy|spy,0,640,Joel McHale,2000,38536376,,Alexa PenaVega,,15866,4311,Daryl Sabara,5,,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,83,English,USA,PG,27000000,2011,734,3.6,1.85,0
Color,Money Monster ,Crime|Drama|Thriller,death|hostage|money|shot in the chest|shot in the heart,0,638,Jack O'Connell,8000,41008532,,Julia Roberts,,19611,10894,Chris Bauer,1,,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103,English,USA,R,27000000,2016,698,6.7,2.35,0
Color,Formula 51 ,Action|Comedy|Crime|Thriller,american in the uk|drug lord|drugs|gangster|organized crime,31,57,Junix Inocian,783,5204007,,Meat Loaf,,42876,1044,Paul Barber,2,,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,167,English,UK,R,28000000,2001,132,6.3,2.35,0
Color,Flawless ,Comedy|Crime|Drama,gay interest|gay lead character|gay republican|homosexual|neighbor,541,638,Philip Seymour Hoffman,22000,4485485,,Robert De Niro,,14612,46022,Chris Bauer,1,,http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1,105,English,USA,R,15000000,1999,22000,6.4,1.85,0
Color,Mindhunters ,Crime|Horror|Mystery|Thriller,fbi|group|island|serial killer|training,212,749,Clifton Collins Jr.,1000,4476235,,LL Cool J,,49405,4186,Eion Bailey,0,,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,226,English,USA,R,27000000,2004,968,6.4,2.35,2000
Color,What Just Happened ,Comedy|Drama,actor|agent|beard|cannes|hollywood,272,17000,Robin Wright,22000,1089365,,Robert De Niro,,23767,71973,Kristen Stewart,1,,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1,111,English,USA,R,25000000,2008,18000,5.7,2.35,845
 Black and White,The Statement ,Drama|Thriller,eiffel tower|nazi|police|ritual|stew,278,387,Colin Salmon,844,763044,,Charlotte Rampling,,4257,3286,John Neville,4,,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,52,English,Canada,R,23000000,2003,766,6.2,1.85,188
Color,The Magic Flute ,Drama|Musical|Romance,based on opera|evil|mozart|queen|walking wounded,0,3,Amy Carson,5,,,Kim-Marie Woodhouse,,926,24,Joseph Kaiser,1,,http://www.imdb.com/title/tt0475331/?ref_=fn_tt_tt_1,19,English,France,,27000000,2006,4,6.6,2.35,359
Color,Paul Blart: Mall Cop ,Action|Comedy|Crime,cell phone|hostage|mall|security guard|text messaging,41,328,Adhir Kalyan,567,20819129,,Erick Avari,,84209,2954,Allen Covert,1,,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,201,English,USA,PG,26000000,2009,402,5.2,1.85,0
Color,Freaky Friday ,Comedy|Family|Fantasy|Music|Romance,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones,70,512,Julie Gonzalo,2000,110222438,,Jamie Lee Curtis,,96693,3984,Willie Garson,2,,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,271,English,USA,PG,26000000,2003,528,6.1,1.85,0
Color,The 40-Year-Old Virgin ,Comedy|Romance,40 year old|car accident|cheating on girlfriend|collection|porno movie,0,218,Romany Malco,7000,109243478,,Steve Carell,,313797,8341,Gerry Bednob,1,,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,546,English,USA,R,26000000,2005,966,7.1,1.85,0
Color,Shakespeare in Love ,Comedy|Drama|Romance,actor|audition|muse|playwright|theater,108,239,Martin Clunes,1000,100241322,,Tom Wilkinson,,175524,1690,Simon Callow,0,,http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1,752,English,USA,R,25000000,1998,264,7.2,2.35,0
Color,A Walk Among the Tombstones ,Crime|Drama|Mystery|Thriller,drug dealer|ex cop|murder of wife|revenge|violence,71,313,Boyd Holbrook,14000,25977365,,Liam Neeson,,87950,15428,David Harbour,0,,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,207,English,USA,R,28000000,2014,439,6.5,2.35,15000
Color,Kindergarten Cop ,Action|Comedy|Crime,astoria|kindergarten|kindergarten teacher|school|teacher,425,344,Cathy Moriarty,743,91457688,,Richard Tyson,,107801,2403,Penelope Ann Miller,4,,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,109,English,USA,PG-13,26000000,1990,394,6,1.85,0
Color,Pineapple Express ,Action|Comedy|Crime,murder|paranoia|process server|roach|stoner,234,919,Gary Cole,11000,87341380,,James Franco,,255257,15590,Rosie Perez,3,,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,374,English,USA,R,27000000,2008,989,7,2.35,0
Color,Ever After: A Cinderella Story ,Comedy|Drama|Romance,based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci,72,343,Dougray Scott,1000,65703412,,Anjelica Huston,,57958,2747,Jeanne Moreau,1,,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,345,English,USA,PG-13,26000000,1998,794,7,2.35,0
Color,Open Range ,Drama|Romance|Western,boss|cattle|cowboy|rancher|violence,0,648,Michael Jeter,3000,58328680,,Robert Duvall,,54096,5458,Julian Richings,0,,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,494,English,USA,R,22000000,2003,693,7.5,2.35,0
Color,Flatliners ,Drama|Horror|Sci-Fi|Thriller,childhood trauma|death|medical student|memory|near death experience,541,442,Oliver Platt,8000,61490000,,Julia Roberts,,62037,10493,Hope Davis,5,,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,148,English,USA,R,26000000,1990,1000,6.6,2.35,0
Color,It's Always Sunny in Philadelphia             ,Comedy,alcohol|bad taste humour|crude humor|loser|self obsession,,424,Kaitlin Olson,813,,,Rob McElhenney,,133415,1784,Glenn Howerton,5,,http://www.imdb.com/title/tt0472954/?ref_=fn_tt_tt_1,151,English,USA,TV-MA,,,547,8.8,1.33,0
 Black and White,A Bridge Too Far ,Drama|History|War,airborne troops|allies|operation market garden|panzer|paratrooper,0,14,Dirk Bogarde,385,50800000,,Ryan O'Neal,,40277,669,Wolfgang Preiss,14,,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,210,English,USA,PG,26000000,1977,232,7.4,2.35,0
Color,Red Eye ,Mystery|Thriller,airport|flight|hotel|hotel manager|plane,0,178,Carl Gilliard,332,57859105,,Robert Pine,,94108,1090,Suzie Plakson,0,,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,673,English,USA,PG-13,26000000,2005,285,6.5,2.35,0
Color,Final Destination 2 ,Horror|Thriller,car accident|death|freak accident|hospital|premonition,160,392,Michael Landes,748,46455802,,Sarah Carter,,120786,3172,Keegan Connor Tracy,0,,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,472,English,USA,R,26000000,2003,439,6.2,1.85,0
Color,"O Brother, Where Art Thou? ",Adventure|Comedy|Crime|Music,baby|bank|blind prophet|convict|sirens,0,577,Tim Blake Nelson,1000,45506619,,Holly Hunter,,225102,3066,Daniel von Bargen,3,,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,862,English,UK,PG-13,26000000,2000,596,7.8,2.35,16000
Color,Legion ,Action|Fantasy|Horror,angel|diner|faith|human race|religious faith,124,534,Kate Walsh,2000,40168080,,Dennis Quaid,,80870,3889,Charles S. Dutton,0,,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,315,English,USA,R,26000000,2010,850,5.2,2.35,0
Color,Pain & Gain ,Comedy|Crime|Drama,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,0,385,Larry Hankin,12000,49874933,,Dwayne Johnson,,161168,13573,Michael Rispoli,4,,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,287,English,USA,R,26000000,2013,412,6.5,2.35,43000
Color,In Good Company ,Comedy|Drama|Romance,company|corporate takeover|executive|magazine|new boss,80,2000,Ty Burrell,19000,45489752,,Scarlett Johansson,,48973,28493,Dennis Quaid,2,,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,214,English,USA,PG-13,26000000,2004,3000,6.5,1.85,736
Color,Clockstoppers ,Action|Adventure|Comedy|Sci-Fi|Thriller,frozen time|stopped time|time freeze|watch|wristwatch,906,528,Paula Garcés,2000,36985501,,Michael Biehn,,11212,3917,Jason George,0,,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,94,English,USA,PG,26000000,2002,587,5.2,1.85,874
Color,Silverado ,Action|Crime|Drama|Western,1880s|kiss|small town|table broken in fight|wild west,759,67,Todd Allen,826,33200000,,Scott Glenn,,28247,1154,Brad Leland,4,,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,149,English,USA,PG-13,26000000,1985,130,7.2,2.35,0
Color,Brothers ,Drama|Thriller,afghanistan|death of soldier|presumed dead|prisoner|war trauma,260,3000,Jake Gyllenhaal,20000,28501651,,Natalie Portman,,88035,42473,Bailee Madison,0,,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,English,USA,R,26000000,2009,15000,7.1,2.35,10000
Color,Agent Cody Banks 2: Destination London ,Action|Adventure|Comedy|Family|Romance|Sci-Fi,chase|evil scientist|gadget|mind control|tough girl,8,588,Frankie Muniz,1000,23222861,,Daniel Roebuck,,11092,3742,David Kelly,4,,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,English,USA,PG,26000000,2004,934,4.5,2.35,167
Color,New Year's Eve ,Comedy|Romance,expecting|kiss|new year|new year's eve|singer,0,307,Common,22000,54540525,,Robert De Niro,,66579,23456,Seth Meyers,15,,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,134,English,USA,PG-13,56000000,2011,988,5.7,1.85,20000
Color,Original Sin ,Drama|Mystery|Romance|Thriller,delaware|erotica|money|pursuit|sex scene,49,155,Gregory Itzin,11000,16252765,,Angelina Jolie Pitt,,44913,11662,Jack Thompson,1,,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,181,English,France,R,42000000,2001,216,6,2.35,3000
Color,The Raven ,Crime|Mystery|Thriller,mask|murder|newspaper|poem|serial killer,160,427,Dave Legeno,771,16005978,,Pam Ferris,,72886,2356,Kevin McNally,1,,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,190,English,USA,R,26000000,2012,570,6.4,2.35,35000
Color,Welcome to Mooseport ,Comedy|Romance,mayor|pink panties|upskirt|white panties|yellow panties,80,509,Ray Romano,826,14469428,,Rip Torn,,10667,2466,Maura Tierney,2,,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,95,English,USA,PG-13,26000000,2004,590,5.2,1.85,260
Color,Highlander: The Final Dimension ,Action|Fantasy|Romance|Sci-Fi,cave|highlander|illusion|immortal|japan,5,535,Mako,1000,13829734,,Christopher Lambert,,16194,2960,Mario Van Peebles,0,,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,79,English,Canada,PG-13,26000000,1994,691,4.3,2.35,319
Color,Blood and Wine ,Crime|Drama|Thriller,diamond|necklace|safecracker|wine|wine dealer,30,223,Mike Starr,1000,1075288,,Harold Perrineau,,7772,2228,Judy Davis,3,,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,55,English,USA,R,22000000,1996,854,6.1,1.85,145
Color,Snow White: A Tale of Terror ,Fantasy|Horror,apple|miner|mirror|necromancy|woods,2,512,Chris Bauer,642,,,David Conrad,,8118,2170,Monica Keena,2,,http://www.imdb.com/title/tt0119227/?ref_=fn_tt_tt_1,69,English,USA,R,26000000,1997,638,6.3,1.85,0
Color,The Curse of the Jade Scorpion ,Comedy|Crime|Mystery|Romance,efficiency expert|insurance investigator|magician|scorpion|thief,11000,277,Elizabeth Berkley,11000,7496522,,Woody Allen,,31798,12534,Peter Gerety,0,,http://www.imdb.com/title/tt0256524/?ref_=fn_tt_tt_1,178,English,USA,PG-13,26000000,2001,893,6.8,1.37,826
Color,Accidental Love ,Comedy|Romance,health insurance|long delayed release|nail in the head|waitress|washington d.c.,737,816,Kirstie Alley,15000,,,Jake Gyllenhaal,,5006,19068,Beverly D'Angelo,5,,http://www.imdb.com/title/tt1137470/?ref_=fn_tt_tt_1,28,English,USA,PG-13,26000000,2015,980,4,1.85,0
Color,Flipper ,Adventure|Family,dolphin|florida|florida keys|summer|vomiting,0,26,Chelsea Field,442,20047715,,Paul Hogan,,8008,616,Jessica Wesson,1,,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,26,English,USA,PG,25530000,1996,95,5.2,2.35,504
Color,Self/less ,Action|Mystery|Sci-Fi|Thriller,cancer|elderly man|funeral|medical|transhumanism,763,523,Derek Luke,16000,12276810,,Ryan Reynolds,,57674,17847,Sandra Ellis Lafferty,0,,http://www.imdb.com/title/tt2140379/?ref_=fn_tt_tt_1,126,English,USA,PG-13,26000000,2015,543,6.5,2.35,11000
Color,The Constant Gardener ,Drama|Mystery|Romance|Thriller,death|diplomat|doctor|kenya|murder,353,151,Danny Huston,883,33565375,,Archie Panjabi,,111351,1565,Donald Sumpter,0,,http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,568,English,UK,R,15000000,2005,430,7.5,1.85,0
Color,The Passion of the Christ ,Drama,anti semitism|cult film|grindhouse|suffering|torture,0,113,Maia Morgenstern,260,499263,,Christo Jivkov,,179235,705,Hristo Shopov,0,,http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1,2814,Aramaic,USA,R,30000000,2004,252,7.1,2.35,13000
Color,Mrs. Doubtfire ,Comedy|Drama|Family|Romance,actor|based on novel|fancy restaurant|male actor playing a female character|party,0,711,Mara Wilson,49000,219200000,,Robin Williams,,181380,52201,Matthew Lawrence,5,,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1,223,English,USA,PG-13,25000000,1993,1000,6.9,2.35,0
Color,Rain Man ,Drama,buick|convertible|last will and testament|savant|travel,272,628,Valeria Golino,10000,172825435,,Tom Cruise,,383784,12285,Beth Grant,3,,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,331,English,USA,R,25000000,1988,898,8,1.85,12000
Color,Gran Torino ,Drama,gang|gang rape|hmong|teenager|widower,16000,198,Dreama Walker,16000,148085755,,Clint Eastwood,,561773,17347,Ahney Her,0,,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,871,English,USA,R,33000000,2008,601,8.2,2.35,28000
Color,W. ,Biography|Drama|History,bible|cabinet meeting|dog|drinking|family relationships,0,655,Scott Glenn,2000,25517500,,Toby Jones,,40941,4264,Bruce McGill,1,,http://www.imdb.com/title/tt1175491/?ref_=fn_tt_tt_1,320,English,USA,PG-13,25100000,2008,826,6.4,2.35,0
Color,Taken ,Action|Thriller,agent|cia|france|rescue|teenage abduction,180,485,Holly Valance,14000,145000989,,Liam Neeson,,483756,16461,Xander Berkeley,0,,http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1,974,English,France,PG-13,25000000,2008,816,7.9,2.35,29000
Color,The Best of Me ,Drama|Romance,adultery|based on novel|heart transplant|infidelity|protective male,97,437,Gerald McRaney,775,26761283,,Luke Bracey,,43084,3197,Clarke Peters,0,,http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1,99,English,USA,PG-13,26000000,2014,523,6.7,2.35,19000
Color,The Bodyguard ,Action|Drama|Music|Romance,bodyguard|manager|pop singer|secret service agent|singer,81,164,Mike Starr,970,121945720,,Bill Cobbs,,89972,2551,DeVaughn Nixon,0,,http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1,126,English,USA,R,25000000,1992,854,6.1,1.85,0
 Black and White,Schindler's List ,Biography|Drama|History,german|german soldier|jew|jewish|nazi,14000,212,Embeth Davidtz,14000,96067179,,Liam Neeson,,865020,15233,Caroline Goodall,0,,http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1,1273,English,USA,R,22000000,1993,795,8.9,1.85,41000
Color,The Help ,Drama,black servant|chocolate pie|jackson mississippi|maid|writing a novel,150,2000,Bryce Dallas Howard,15000,169705587,,Emma Stone,,318955,23227,Mike Vogel,2,,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460,English,USA,PG-13,25000000,2011,3000,8.1,1.85,75000
Color,The Fifth Estate ,Biography|Drama|Thriller,computer hacker|internet|news leak|whistleblowing|wikileaks,386,203,Peter Capaldi,19000,3254172,,Benedict Cumberbatch,,29282,36337,Jamie Blackley,1,,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,105,English,USA,R,28000000,2013,17000,6.2,2.35,11000
Color,Scooby-Doo 2: Monsters Unleashed ,Adventure|Comedy|Family|Fantasy|Horror|Mystery,ghost|masked villain|monster|museum|tv,67,596,Linda Cardellini,4000,84185387,,Sarah Michelle Gellar,,33180,7800,Tim Blake Nelson,0,,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,149,English,USA,PG,80000000,2004,2000,4.9,1.85,567
Color,Viy ,Adventure|Fantasy|Mystery|Thriller,cartographer|creature|foreign language adaptation|sword and sorcery|village,0,48,Igor Jijikine,1000,,,Jason Flemyng,,3170,1166,Agnia Ditkovskite,1,,http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1,18,Russian,Russia,,26000000,2014,65,5.4,1.85,0
Color,Freddy vs. Jason ,Action|Horror|Thriller,elm street|freddy krueger|jason voorhees|serial killer|slasher,31,662,Jason Ritter,918,82163317,,Katharine Isabelle,,89101,4692,Zack Ward,0,,http://www.imdb.com/title/tt0329101/?ref_=fn_tt_tt_1,885,English,USA,R,30000000,2003,782,5.8,2.35,3000
Color,The Face of an Angel ,Drama,,187,127,Ava Acres,554,,,Cara Delevingne,,2863,1041,Sara Stewart,2,,http://www.imdb.com/title/tt2967008/?ref_=fn_tt_tt_1,25,English,UK,Not Rated,,2014,213,4.7,2.35,488
Color,Jimmy Neutron: Boy Genius ,Action|Adventure|Animation|Comedy|Family|Sci-Fi,alien|boy genius|children|genius|rescue,8,179,Rob Paulsen,770,80920948,,Martin Short,,23943,2251,Andrea Martin,0,,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,118,English,USA,G,30000000,2001,677,6,1.85,425
Color,Cloverfield ,Action|Adventure|Horror|Sci-Fi,brooklyn new york city|found footage|night vision|statue of liberty new york city|subway tunnel,198,387,Ben Feldman,2000,80034302,,Mike Vogel,,296787,3958,Liza Lapira,0,,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1,2192,English,USA,PG-13,25000000,2008,1000,7,1.85,0
Color,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Action|Adventure|Comedy|Family|Sci-Fi,chop socky|mutant|ninja|shredder|turtle,34,445,Paige Turco,642,78656813,,Kevin Nash,,42765,2501,Ernie Reyes Jr.,0,,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,93,English,USA,PG,25000000,1991,533,6,1.85,0
Color,The Untouchables ,Crime|Drama|Thriller,corrupt judge|tax evasion|tough cop|white suit|year 1930,0,188,Billy Drago,22000,76270454,,Robert De Niro,,219008,22767,Charles Martin Smith,1,,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,418,English,USA,R,25000000,1987,371,7.9,2.35,0
Color,No Country for Old Men ,Crime|Drama|Thriller,coin toss|desert|sheriff|texas|tracking device,1000,883,Stephen Root,2000,74273505,,Kelly Macdonald,,612060,4738,Barry Corbin,0,,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,1518,English,USA,R,25000000,2007,939,8.1,2.35,21000
Color,Ride Along ,Action|Comedy|Crime|Romance,gunfight|outrunning explosion|police|security guard|street shootout,167,460,Tika Sumpter,655,134141530,,Bruce McGill,,75903,2394,Bryan Callen,1,,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,109,English,USA,PG-13,25000000,2014,521,6.2,2.35,0
Color,Bridget Jones's Diary ,Comedy|Drama|Romance,american actress playing british character|book publishing|calorie counting|employer employee relationship|rabbit costume,11,887,Jim Broadbent,14000,71500556,,Colin Firth,,171568,16999,Shirley Henderson,3,,http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1,571,English,UK,R,26000000,2001,1000,6.7,2.35,0
Color,Chocolat ,Drama|Romance,chocolate|chocolate shop|food|france|village,529,163,Leslie Caron,541,71309760,,Lena Olin,,150308,1323,Hugh O'Conor,1,,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,498,English,UK,PG-13,25000000,2000,399,7.3,1.85,18000
Color,"Legally Blonde 2: Red, White & Blonde ",Comedy,animal rights|congresswoman|doorman|transvestism|washington d.c.,0,643,Bruce McGill,934,89808372,,Mary Lynn Rajskub,,46417,3500,Bob Newhart,2,,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,297,English,USA,PG-13,45000000,2003,655,4.6,1.85,660
Color,Parental Guidance ,Comedy|Family,chores|father figure|helicopter parents|in laws|punishment,99,433,Gedde Watanabe,3000,77264926,,Bailee Madison,,21176,5740,Tom Everett Scott,5,,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,107,English,USA,PG,25000000,2012,448,6.1,1.85,0
Color,No Strings Attached ,Comedy|Romance,ex girlfriend|funeral|hospital|male objectification|summer camp,425,766,Greta Gerwig,20000,70625986,,Natalie Portman,,168717,22739,Mindy Kaling,1,,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,178,English,USA,R,25000000,2011,962,6.2,2.35,24000
Color,Tombstone ,Action|Biography|Drama|History|Romance|Western,cigar smoking|cowboy|duel|outlaw|tombstone arizona,170,472,Dana Delany,2000,56505065,,Michael Biehn,,95241,4453,Powers Boothe,0,,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,439,English,USA,R,25000000,1993,722,7.8,2.35,11000
Color,Romeo Must Die ,Action|Crime|Thriller,death|hong kong|kung fu|prison|waterfront,43,775,Delroy Lindo,5000,55973336,,Jet Li,,57040,9082,Aaliyah,1,,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,365,English,USA,R,25000000,2000,848,6.1,2.35,0
Color,The Omen ,Fantasy|Horror|Mystery,ambassador|death|hospital|priest|stillborn child,503,108,Patrick Troughton,264,,,Lee Remick,,80958,673,Billie Whitelaw,2,,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,310,English,UK,R,2800000,1976,139,7.6,2.35,7000
Color,Final Destination 3 ,Horror,amusement park|death|fate|premonition|roller coaster,70,318,Gina Holden,440,54098051,,Chelan Simmons,,102861,2420,Crystal Lowe,0,,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,571,English,Germany,R,25000000,2006,346,5.8,2.35,0
Color,The Lucky One ,Drama|Romance,arrogance|child in peril|disarming someone|kennel|post traumatic stress disorder,96,204,Riley Thomas Stewart,713,60443237,,Blythe Danner,,76882,1852,Jay R. Ferguson,0,,http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1,106,English,USA,PG-13,25000000,2012,220,6.5,2.35,29000
Color,Bridge to Terabithia ,Adventure|Drama|Family|Fantasy,bully|friend|imagination|reality|troll,47,3000,Zooey Deschanel,14000,82234139,,Josh Hutcherson,,110390,28071,Bailee Madison,3,,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1,522,English,USA,PG,17000000,2007,11000,7.2,1.85,6000
Color,Finding Neverland ,Biography|Drama|Family,boy|inspiration|reference to peter pan|stage play|widow,395,2000,Kate Winslet,40000,51676606,,Johnny Depp,,174591,58823,Kelly Macdonald,1,,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,632,English,USA,PG,25000000,2004,14000,7.8,2.35,0
Color,A Madea Christmas ,Comedy|Drama,christmas|holiday|madea series|rural setting|stubbornness,0,400,Tika Sumpter,975,52528330,,Alicia Witt,,4265,3202,Larry the Cable Guy,0,,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,27,English,USA,PG-13,25000000,2013,521,4.7,1.85,0
Color,The Grey ,Action|Adventure|Drama|Thriller,alaska|leadership|snow|survival|wilderness,248,726,Frank Grillo,14000,51533608,,Liam Neeson,,203111,16606,James Badge Dale,1,,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,755,English,USA,R,25000000,2011,798,6.8,2.35,32000
Color,Hide and Seek ,Drama|Horror|Mystery|Thriller,bathtub|psychologist|pushed out a window|smothered with a pillow|telescope,21,317,Dylan Baker,22000,51097664,,Robert De Niro,,70205,23328,Robert John Burke,0,,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,450,English,USA,R,30000000,2005,812,5.9,2.35,0
Color,Anchorman: The Legend of Ron Burgundy ,Comedy,1970s|anchorman|news anchor|newsroom|tv station,285,7000,Will Ferrell,640000,84136909,,Darcy Donavan,,267921,656730,Steve Carell,5,,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,577,English,USA,PG-13,26000000,2004,8000,7.2,1.85,0
Color,Goodfellas ,Biography|Crime|Drama,betrayal|gangster|mafia|organized crime|robbery,17000,635,Mike Starr,22000,46836394,,Robert De Niro,,728685,24783,Paul Sorvino,3,,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,989,English,USA,R,25000000,1990,854,8.7,1.85,25000
Color,Agent Cody Banks ,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,cia|nanobot|prep school|scientist|teenager,91,434,Frankie Muniz,1000,47285499,,Daniel Roebuck,,26755,3037,Chris Gauthier,3,,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,104,English,USA,PG,26000000,2003,934,5,2.35,542
Color,Nanny McPhee ,Comedy|Family|Fantasy,father|governess|magic|nanny|widower,52,579,Kelly Macdonald,14000,47124400,,Colin Firth,,49676,17278,Imelda Staunton,0,,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,181,English,USA,PG,25000000,2005,2000,6.6,2.35,0
Color,Scarface ,Crime|Drama,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,0,638,F. Murray Abraham,14000,44700000,,Al Pacino,,537442,16464,Mary Elizabeth Mastrantonio,0,,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,851,English,USA,R,25000000,1983,670,8.3,2.35,19000
Color,Nothing to Lose ,Action|Adventure|Comedy|Crime,boss|ghetto|money|robber|robbery,176,468,Michael McKean,742,44455658,,Kelly Preston,,36253,2457,Rebecca Gayheart,2,,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,92,English,USA,R,25000000,1997,658,6.7,1.85,0
Color,The Last Emperor ,Biography|Drama|History,abdication|china|emperor|forbidden city|republic,973,400,Joan Chen,1000,43984230,,Cary-Hiroyuki Tagawa,,70274,2451,Victor Wong,0,,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,133,English,China,PG-13,23000000,1987,643,7.8,2.35,0
Color,Contraband ,Action|Crime|Drama|Thriller,cocaine|contraband|drug lord|prison|smuggling,175,733,David O'Hara,24000,66489425,,J.K. Simmons,,101977,26625,Lukas Haas,3,,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,161,English,USA,R,25000000,2012,736,6.5,2.35,0
